Case Name,Appeal Number,Release Date,Status,File Path,PDF URL,Pages,Chunks
"FOREST LABORATORIES, LLC V. SIGMAPHARM LABORATORIES, LLC [OPINION - PRECEDENTIAL]",17-2369,2019-03-14,completed,,https://cafc.uscourts.gov/opinions-orders/17-2369.Opinion.3-14-2019.pdf,16,8
JONES v. WILKIE [OPINION - PRECEDENTIAL],17-2120,2019-03-13,completed,,https://cafc.uscourts.gov/opinions-orders/17-2120.Opinion.3-13-2019.pdf,10,5
"CANADIAN SOLAR, INC. v. US [OPINION - PRECEDENTIAL]",17-2577,2019-03-12,completed,,https://cafc.uscourts.gov/opinions-orders/17-2577.Opinion.3-12-2019.pdf,21,11
"PERSONAL WEB TECHNOLOGIES, LLC V. APPLE, INC. [OPINION - PRECEDENTIAL]",18-1599,2019-03-08,completed,,https://cafc.uscourts.gov/opinions-orders/18-1599.Opinion.3-8-2019.pdf,12,6
JAMES v. WILKIE [OPINION - PRECEDENTIAL],18-1264,2019-03-07,completed,,https://cafc.uscourts.gov/opinions-orders/18-1264.Opinion.3-7-2019.pdf,12,6
CHINA KINGDOM (BEIJING) IMPORT v. US [OPINION - PRECEDENTIAL],18-1375,2019-03-05,completed,,https://cafc.uscourts.gov/opinions-orders/18-1375.Opinion.3-5-2019.pdf,24,12
SHARPE v. DOJ [OPINION - PRECEDENTIAL],17-2356,2019-03-01,completed,,https://cafc.uscourts.gov/opinions-orders/17-2356.Opinion.3-1-2019.pdf,8,4
HORNSETH v. NAVY [OPINION - PRECEDENTIAL],18-1188,2019-02-27,completed,,https://cafc.uscourts.gov/opinions-orders/18-1188.Opinion.2-27-2019.pdf,11,6
UNIVERSITY OF FLORIDA RESEARCH V. GENERAL ELECTRIC COMPANY [OPINION - PRECEDENTIAL],18-1284,2019-02-26,completed,,https://cafc.uscourts.gov/opinions-orders/18-1284.Opinion.2-26-2019.pdf,11,6
CODA DEVELOPMENT V GOODYEAR TIRE & RUBBER [OPINION - PRECEDENTIAL],18-1028,2019-02-22,completed,,https://cafc.uscourts.gov/opinions-orders/18-1028.Opinion.2-22-2019.pdf,20,10
UNITED STATES CAPITOL POLICE v. OOC [OPINION - PRECEDENTIAL],18-1293,2019-02-21,completed,,https://cafc.uscourts.gov/opinions-orders/18-1293.Opinion.2-21-2019.pdf,9,5
"DR. FALK PHARMA GMBH V. GENERICO, LLC [ORDER - PRECEDENTIAL]",17-2312,2019-02-20,completed,,https://cafc.uscourts.gov/opinions-orders/17-2312.Order.2-20-2019.1.pdf,20,10
"ADC TELECOMMUNICATIONS, INC. v. US [OPINION - PRECEDENTIAL]",18-1316,2019-02-19,completed,,https://cafc.uscourts.gov/opinions-orders/18-1316.Opinion.2-19-2019.pdf,17,9
PARK PROPERTIES ASSOCIATES v. US [OPINION - PRECEDENTIAL],17-2279,2019-02-19,completed,,https://cafc.uscourts.gov/opinions-orders/17-2279.Opinion.2-19-2019.pdf,15,8
PREMIER OFFICE COMPLEX v. US [OPINION - PRECEDENTIAL],18-1231,2019-02-19,completed,,https://cafc.uscourts.gov/opinions-orders/18-1231.Opinion.2-19-2019.pdf,12,6
Itg Voma Corporation v. Itc,17-2618,2019-02-19,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/17-2618.Rule_36_Judgment.2-19-2019.1.pdf,3,2
"HOME DEPOT U.S.A., INC. v. US [OPINION - PRECEDENTIAL]",18-1206,2019-02-15,completed,,https://cafc.uscourts.gov/opinions-orders/18-1206.Opinion.2-15-2019.pdf,12,6
ST. BERNARD PARISH GOVERNMENT v. US [OPINION - PRECEDENTIAL],18-1204,2019-02-15,completed,,https://cafc.uscourts.gov/opinions-orders/18-1204.Opinion.2-15-2019.pdf,18,9
"CENTRAK, INC. V. SONITOR TEHNOLOGIES, INC. [OPINION - PRECEDENTIAL]",17-2510,2019-02-14,completed,,https://cafc.uscourts.gov/opinions-orders/17-2510.Opinion.2-14-2019.pdf,24,12
CERWONKA v. DVA [OPINION - PRECEDENTIAL],18-1398,2019-02-13,completed,,https://cafc.uscourts.gov/opinions-orders/18-1398.Opinion.2-13-2019.pdf,15,8
CONTINENTAL CIRCUITS LLC V. INTEL CORPORATION [OPINION - PRECEDENTIAL],18-1076,2019-02-08,completed,,https://cafc.uscourts.gov/opinions-orders/18-1076.Opinion.2-8-2019.pdf,17,9
"MOMENTA PHARMACEUTICALS, INC. V. BRISTOL-MYERS SQUIBB COMPANY [OPINION - PRECEDENTIAL]",17-1694,2019-02-07,completed,,https://cafc.uscourts.gov/opinions-orders/17-1694.Opinion.2-7-2019.pdf,11,6
In Re: Google LLC,18-152,2019-02-06,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/18-152.Errata.2-6-2019.1.pdf,1,1
Dobyns v. United States,"2015-5020, 2015-5021, 2017-1214",2019-02-06,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/15-5020.Opinion.2-6-2019.pdf,15,8
In Re: Google LLC,2018-152,2019-02-05,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/18-152.Order.2-5-2019.1.pdf,10,5
MYLAN PHARMACEUTICALS INC. V. RESEARCH CORPORATION TECH. [OPINION - PRECPEDENTIAL],17-2088,2019-02-01,completed,,https://cafc.uscourts.gov/opinions-orders/17-2088.Opinion.2-1-2019.pdf,20,10
"DUNCAN PARKING TECHNOLOGIES V. IPS GROUP, INC. [OPINION - PRECEDENTIAL]",18-1205,2019-01-31,completed,,https://cafc.uscourts.gov/opinions-orders/18-1205.Opinion.1-31-2019.pdf,30,15
Procopio v. Wilkie,2017-1821,2019-01-29,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/17-1821.Opinion.1-29-2019.pdf,50,25
UNITED STATES CAPITOL POLICE v. OOC [OPINION - PRECEDENTIAL],18-1201,2019-01-25,completed,,https://cafc.uscourts.gov/opinions-orders/18-1201.Opinion.1-25-2019.pdf,18,9
"BARRY V. MEDTRONIC, INC. [OPINION - PRECEDENTIAL]",17-2463,2019-01-24,completed,,https://cafc.uscourts.gov/opinions-orders/17-2463.Opinion.1-24-2019.pdf,65,33
"SUPERNUS PHARMACEUTICALS, INC. V. IANCU [OPINION - PRECEDENTIAL]",17-1357,2019-01-23,completed,,https://cafc.uscourts.gov/opinions-orders/17-1357.Opinion.1-23-2019.pdf,19,10
PRINCETON DIGITAL IMAGE CORP. V. OFFICE DEPOT INC. [OPINION - PRECEDENTIAL],17-2597,2019-01-22,completed,,https://cafc.uscourts.gov/opinions-orders/17-2597.Opinion.1-22-2019.pdf,15,8
In Re: Guild Mortgage Company,17-2620,2019-01-14,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/17-2620.Opinion.1-14-2019.pdf,8,4
DO v. HUD [OPINION - PRECEDENTIAL],18-1147,2019-01-14,completed,,https://cafc.uscourts.gov/opinions-orders/18-1147.Opinion.1-14-2019.pdf,15,8
AMERIGEN PHARMACEUTICALS V. UCB PHARMA GMBH [OPINION - PRECEDENTIAL],17-2596,2019-01-11,completed,,https://cafc.uscourts.gov/opinions-orders/17-2596.Opinion.1-11-2019.pdf,24,12
Westerngeco L.L.C. v. Ion Geophysical Corp.,2013-1527; 2014-1121; 2014-1526; 2014-1528,2019-01-11,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/13-1527.Opinion.1-11-2019.pdf,14,7
"Realtime Data, LLC v. Iancu",18-1154,2019-01-10,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/18-1154.Opinion.1-10-2019.pdf,15,8
TURPING v. US [OPINION - PRECEDENTIAL],18-1005,2019-01-09,completed,,https://cafc.uscourts.gov/opinions-orders/18-1005.Opinion.1-9-2019.pdf,11,6
"Ac Technologies S.A. v. amazon.com, Inc.",18-1433,2019-01-09,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/18-1433.Opinion.1-9-2019.pdf,15,8
Oliver v. Sec'y of Health & Human Servs.,2017-2540,2019-01-09,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/17-2540.Order.1-9-2019.1.pdf,12,6
JENKINS v. MSPB [OPINION - PRECEDENTIAL],17-2193,2019-01-02,completed,,https://cafc.uscourts.gov/opinions-orders/17-2193.Opinion.1-2-2019.pdf,20,10
IN RE: MARCO GULDENAAR HOLDING B.V. [OPINION - PRECEDENTIAL],17-2465,2018-12-28,completed,,https://cafc.uscourts.gov/opinions-orders/17-2465.Opinion.12-28-2018.pdf,16,8
HANSEN v. DHS [OPINION - PRECEDENTIAL],17-2584,2018-12-28,completed,,https://cafc.uscourts.gov/opinions-orders/17-2584.Opinion.12-28-2018.pdf,12,6
"SPINEOLOGY, INC. v. WRIGHT MEDICAL TECHNOLOGY INC. [OPINION - PRECEDENTIAL]",18-1276,2018-12-14,completed,,https://cafc.uscourts.gov/opinions-orders/18-1276.Opinion.12-14-2018.pdf,7,4
"SOLARWORLD AMERICAS, INC. v. US [OPINION - PRECEDENTIAL]",18-1373,2018-12-12,completed,,https://cafc.uscourts.gov/opinions-orders/18-1373.Opinion.12-12-2018.pdf,17,9
HANSEN-SORENSEN v. WILKIE [OPINION - PRECEDENTIAL],17-2418,2018-12-11,completed,,https://cafc.uscourts.gov/opinions-orders/17-2418.Opinion.12-11-2018.pdf,9,4
"VIRNETX INC. v. APPLE, INC. [OPINION - PRECEDENTIAL]",17-2490,2018-12-10,completed,,https://cafc.uscourts.gov/opinions-orders/17-2490.Opinion.12-10-2018.pdf,7,4
"JACK HENRY & ASSOCIATES, INC. v. PLANO ENCRYPTION TECHNOLOGIES [OPINION - PRECEDENTIAL]",16-2700,2018-12-07,completed,,https://cafc.uscourts.gov/opinions-orders/16-2700.Opinion.12-7-2018.pdf,15,8
LAERDAL MEDICAL CORP. v. ITC [OPINION - PRECEDENTIAL],17-2445,2018-12-07,completed,,https://cafc.uscourts.gov/opinions-orders/17-2445.Opinion.12-7-2018.pdf,14,7
NOVARTIS PHARMACEUTICALS CORP v. BRECKENRIDGE PHARMACEUTICAL [OPINION - PRECEDENTIAL],17-2173,2018-12-07,completed,,https://cafc.uscourts.gov/opinions-orders/17-2173.Opinion.12-7-2018.pdf,20,10
NOVARTIS AG v. EZRA VENTURES LLC [OPINION - PRECEDENTIAL],17-2284,2018-12-07,completed,,https://cafc.uscourts.gov/opinions-orders/17-2284.Opinion.12-7-2018.pdf,14,7
Federal Education Association v. Defense,15-3173,2018-12-03,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/15-3173.Order.12-3-2018.1.pdf,15,8
"MAXCHIEF INVESTMENTS LIMITED v. WOK & PAN, IND., INC. [OPINION - PRECEDENTIAL]",18-1121,2018-11-29,completed,,https://cafc.uscourts.gov/opinions-orders/18-1121.Opinion.11-29-2018.pdf,12,6
"SCHLAFLY v. THE SAINT LOUIS BREWERY, LLC [OPINION - PRECEDENTIAL]",17-1468,2018-11-26,completed,,https://cafc.uscourts.gov/opinions-orders/17-1468.Opinion.11-26-2018.pdf,11,6
ENPLAS DISPLAY DEVICE CORPORA v. SEOUL SEMICONDUCTOR COMPANY [OPINION],16-2599,2018-11-19,completed,,https://cafc.uscourts.gov/opinions-orders/16-2599.Opinion.11-19-2018.pdf,39,20
KATZIN v. US [OPINION],16-2636,2018-11-19,completed,,https://cafc.uscourts.gov/opinions-orders/16-2636.Opinion.11-19-2018.pdf,32,15
"HAMILTON BEACH BRANDS, INC. v. F'REAL FOODS, LLC [OPINION]",18-1274,2018-11-16,completed,,https://cafc.uscourts.gov/opinions-orders/18-1274.Opinion.11-16-2018.pdf,23,12
"Ancora Technologies, Inc. v. Htc America, Inc.",2018-1404,2018-11-16,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/18-1404.Opinion.11-16-2018.pdf,13,7
KERR v. MSPB [OPINION],17-2538,2018-11-15,completed,,https://cafc.uscourts.gov/opinions-orders/17-2538.Opinion.11-15-2018.pdf,14,7
OMAHA STEAKS INTERNATIONAL v. GREATER OMAHA PACKING CO. [OPINION],18-1152,2018-11-15,completed,,https://cafc.uscourts.gov/opinions-orders/18-1152.Opinion.11-15-2018.pdf,23,12
ARCELORMITTAL ATLANTIQUE v. AK STEEL CORPORATION [OPINION],17-1637,2018-11-14,completed,,https://cafc.uscourts.gov/opinions-orders/unsealed_ARCELORMITTAL_17-1637_11.02.18_PREC_OPINION_TO_ISSUANCE_UNDER_SEAL.pdf,18,9
IN RE: OATH HOLDINGS INC. [MOTION PANEL ORDER],18-157,2018-11-14,completed,,https://cafc.uscourts.gov/opinions-orders/18-157.Motion_Panel_Order.11-14-2018.1.pdf,11,6
COOK v. WILKIE [OPINION],17-2181,2018-11-13,completed,,https://cafc.uscourts.gov/opinions-orders/17-2181.Opinion.11-13-2018.pdf,11,6
SIHOTA v. IRS [OPINION],17-2252,2018-11-13,completed,,https://cafc.uscourts.gov/opinions-orders/17-2252.Opinion.11-13-2018.pdf,11,6
SILER v. EPA [OPINION],17-2446,2018-11-13,completed,,https://cafc.uscourts.gov/opinions-orders/17-2446.Opinion.11-13-2018.pdf,15,8
BOSS v. DHS [OPINION],17-2231,2018-11-13,completed,,https://cafc.uscourts.gov/opinions-orders/17-2231.Opinion.11-13-2018.pdf,12,6
FORD MOTOR COMPANY v. US [OPINION],17-2360,2018-11-09,completed,,https://cafc.uscourts.gov/opinions-orders/17-2360.Opinion.11-9-2018.pdf,15,8
"ARISTA NETWORKS, INC. V. CISCO SYSTEMS, INC. [OPINION]",17-1525,2018-11-09,completed,,https://cafc.uscourts.gov/opinions-orders/17-1525.Opinion.11-9-2018.pdf,24,12
US CAPITOL POLICE v. OOC [OPINION],17-2061,2018-11-06,completed,,https://cafc.uscourts.gov/opinions-orders/17-2061.Opinion.11-6-2018.pdf,32,16
OOC v. US CAPITOL POLICE [OPINION],18-1502,2018-11-06,completed,,https://cafc.uscourts.gov/opinions-orders/18-1502.Opinion.11-6-2018.pdf,24,12
"Moda Health Plan, Inc. v. United States",17-1994,2018-11-06,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/17-1994.Order.11-6-2018.1.pdf,27,14
"ACCELERATION BAY, LLC V. ACTIVISION BLIZZARD INC. [OPINION]",17-2084,2018-11-06,completed,,https://cafc.uscourts.gov/opinions-orders/17-2084.Opinion.11-6-2018.pdf,18,9
GARCIA v. WILKIE [OPINION],18-1038,2018-11-05,completed,,https://cafc.uscourts.gov/opinions-orders/18-1038.Opinion.11-5-2018.pdf,19,10
"K-CON, INC. v. SECRETARY OF THE ARMY [OPINION]",17-2254,2018-11-05,completed,,https://cafc.uscourts.gov/opinions-orders/17-2254.Opinion.11-5-2018.pdf,14,7
"SUNOCO, INC. v. US [OPINION]",17-1402,2018-11-01,completed,,https://cafc.uscourts.gov/opinions-orders/17-1402.Opinion.11-1-2018.pdf,16,8
"Gopro, Inc. v. Contour Ip Holding LLC",17-1894,2018-11-01,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/17-1894.Opinion.11-1-2018.pdf,11,6
ATHEY v. US [OPINION],17-2277,2018-10-31,completed,,https://cafc.uscourts.gov/opinions-orders/17-2277.Opinion.10-31-2018.pdf,25,13
"CONVERSE, INC. v. ITC [OPINION]",16-2497,2018-10-30,completed,,https://cafc.uscourts.gov/opinions-orders/16-2497.Opinion.10-30-2018.pdf,42,21
"TASER INTERNATIONAL, INC. V. PHAZZER ELECTRONICS, INC. [OPINION]",17-2637,2018-10-26,completed,,https://www.cafc.uscourts.gov/opinions-orders/25-2138.ORDER.11-25-2025_2609368.pdf,2,1
"PDS CONSULTANTS, INC. v. US [OPINION]",17-2379,2018-10-17,completed,,https://cafc.uscourts.gov/opinions-orders/17-2379.Opinion.10-17-2018.pdf,28,14
PIRKL v. WILKIE [OPINION],17-1916,2018-10-17,completed,,https://cafc.uscourts.gov/opinions-orders/17-1916.Opinion.10-17-2018.pdf,19,10
"TEVA PHARMACEUTICALS USA, INC V. SANDOZ INC. [OPINION]",17-1575,2018-10-12,completed,,https://cafc.uscourts.gov/opinions-orders/17-1575.Opinion.10-12-2018.pdf,32,16
YEDA RESEARCH AND DEVELOPMENT V. MYLAN PHARMACEUTICALS INC. [OPINION],17-1594,2018-10-12,completed,,https://cafc.uscourts.gov/opinions-orders/17-1594.Opinion.10-12-2018.pdf,31,16
"Roche Molecular Systems, Inc. v. Cepheid",17-1690,2018-10-11,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/17-1690.Errata.10-11-2018.1.pdf,1,1
"Roche Molecular Systems, Inc. v. Cepheid",2017-1690,2018-10-09,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/17-1690.Opinion.10-9-2018.pdf,35,18
DATA ENGINE TECHNOLOGIES LLC V. GOOGLE LLC [OPINION],17-1135,2018-10-09,completed,,https://cafc.uscourts.gov/opinions-orders/17-1135.Opinion.10-9-2018.pdf,24,12
"DELL FEDERAL SYSTEMS, L.P. v. US [OPINION]",17-2516,2018-10-05,completed,,https://cafc.uscourts.gov/opinions-orders/17-2516.Opinion.10-5-2018.pdf,29,15
"REAL FOODS PTY LTD. V. FRITO-LAY NORTH AMERICA, INC. [OPINION]",17-1959,2018-10-04,completed,,https://cafc.uscourts.gov/opinions-orders/17-1959.Opinion.10-4-2018.pdf,23,12
NATURAL ALTERNATIVES V. IANCU [OPINION],17-1962,2018-10-01,completed,,https://cafc.uscourts.gov/opinions-orders/17-1962.Opinion.10-1-2018.pdf,14,7
"BENNETT REGULATOR GUARDS, INC. V. ATLANTA GAS LIGHT COMPANY [OPINION]",17-1555,2018-09-28,completed,,https://cafc.uscourts.gov/opinions-orders/17-1555.Opinion.9-28-2018.pdf,8,4
COUSIN v. WILKIE [OPINION],17-1971,2018-09-28,completed,,https://cafc.uscourts.gov/opinions-orders/17-1971.Opinion.9-28-2018.pdf,9,5
Wis. Alumni Research Found. v. Apple Inc.,17-2265,2018-09-28,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/17-2265.Opinion.9-28-2018.pdf,22,11
HYATT V. PATO [OPINION],17-1722,2018-09-24,completed,,https://cafc.uscourts.gov/opinions-orders/17-1722.Opinion.9-24-2018.pdf,18,9
"Power Integrations, Inc. v. Fairchild Semiconductor",16-2691,2018-09-20,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/16-2691.Opinion.9-20-2018.pdf,24,12
"Nobel Biocare Services Ag v. Instradent USA, Inc.",17-2256,2018-09-20,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/17-2256.Errata.9-20-2018.1.pdf,1,1
"CLINICOMP INTERNATIONAL, INC. v. US [OPINION]",18-1101,2018-09-19,completed,,https://cafc.uscourts.gov/opinions-orders/18-1101.Opinion.9-19-2018.pdf,11,6
E.I. DUPONT DE NEMOURS V. SYNVINA C.V. [OPINION],17-1977,2018-09-17,completed,,https://cafc.uscourts.gov/opinions-orders/17-1977.Opinion.9-17-2018.pdf,30,15
"Nobel Biocare Services Ag v. Instradent USA, Inc.",2017-2256,2018-09-13,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/17-2256.Opinion.9-13-2018.pdf,26,13
"PALANTIR USG, INC. v. US [OPINION]",17-1465,2018-09-13,completed,,https://cafc.uscourts.gov/opinions-orders/Palantir_17-1465.Opinion.9-13-18.pdf,27,14
"PARKERVISION, INC. V. QUALCOMM INCORPORATED [OPINION]",17-2012,2018-09-13,completed,,https://cafc.uscourts.gov/opinions-orders/17-2012.Opinion.9-13-2018.pdf,16,8
"UNIVERSITY OF CALIFORNIA V. BROAD INSTITUTE, INC. [OPINION]",17-1907,2018-09-10,completed,,https://cafc.uscourts.gov/opinions-orders/17-1907.Opinion.9-10-2018.pdf,16,8
Orexo Ab v. Actavis Elizabeth LLC,2017-1333,2018-09-10,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/17-1333.Opinion.9-10-2018.pdf,17,9
"IXI IP, LLC V. SAMSUNG ELECTRONICS CO., LTD. [OPINION]",17-1665,2018-09-10,completed,,https://cafc.uscourts.gov/opinions-orders/17-1665.Opinion.9-10-2018.pdf,14,7
MILLER v. OPM [OPINION],17-1792,2018-09-10,completed,,https://cafc.uscourts.gov/opinions-orders/17-1792.Opinion.9-10-2018.pdf,20,10
In Re: Detroit Athletic Co.,2017-2361,2018-09-10,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/17-2361.Opinion.9-10-2018.pdf,18,9
"WORLDS INC. V. BUNGIE, INC. [OPINION]",17-1481,2018-09-07,completed,,https://cafc.uscourts.gov/opinions-orders/17-1481.Opinion.9-7-2018.pdf,20,10
GORDON v. US [OPINION],17-1845,2018-09-07,completed,,https://cafc.uscourts.gov/opinions-orders/17-1845.Opinion.9-7-2018.pdf,17,9
"INTELLECTUAL VENTURES I LLC V. T-MOBILE USA, INC. [OPINION]",17-2434,2018-09-04,completed,,https://cafc.uscourts.gov/opinions-orders/17-2434.Opinion.9-4-2018.pdf,16,8
GRIMSRUD v. DEPARTMENT OF TRANSPORTATION [ORDER DENYING EN BANC],17-1737,2018-08-31,completed,,https://cafc.uscourts.gov/opinions-orders/17-1737.Order.8-31-2018.1.pdf,19,10
ERICSSON INC. V. INTELLECTUAL VENTURES I LLC [OPINION],17-1521,2018-08-27,completed,,https://cafc.uscourts.gov/opinions-orders/17-1521.Opinion.8-27-2018.pdf,13,7
"ZHENG CAI V. DIAMOND HONG, INC. [OPINION]",18-1688,2018-08-27,completed,,https://cafc.uscourts.gov/opinions-orders/18-1688.Opinion.8-27-2018.pdf,10,5
VILLAREAL v. BUREAU OF PRISONS [OPINION],17-2275,2018-08-24,completed,,https://cafc.uscourts.gov/opinions-orders/17-2275.Opinion.8-24-2018.pdf,10,5
IN RE: MAATITA [OPINION],17-2037,2018-08-20,completed,,https://cafc.uscourts.gov/opinions-orders/17-2037.Opinion.8-20-2018.pdf,13,7
SHAW v. US [OPINION],17-2136,2018-08-20,completed,,https://cafc.uscourts.gov/opinions-orders/17-2136.Opinion.8-20-2018.pdf,10,5
CROW CREEK SIOUX TRIBE v. US [OPINION],17-2340,2018-08-17,completed,,https://cafc.uscourts.gov/opinions-orders/17-2340.Opinion.8-17-2018.pdf,11,6
"IN RE: POWER INTEGRATIONS, INC. [MOTION PANEL OPINION]",18-144,2018-08-16,completed,,https://cafc.uscourts.gov/opinions-orders/18-144.Motion_Panel_Opinion.8-16-2018.pdf,11,6
PROCOPIO v. WILKIE [ORDER GRANTING REHEARING  EN BANC],17-1821,2018-08-16,completed,,https://cafc.uscourts.gov/opinions-orders/17-1821.Order.8-16-2018.1.pdf,3,2
CORE WIRELESS LICENSING V. APPLE INC. [OPINION],17-2102,2018-08-16,completed,,https://cafc.uscourts.gov/opinions-orders/17-2102.Opinion.8-16-2018.pdf,30,15
LABATTE v. US [OPINION],17-2396,2018-08-16,completed,,https://cafc.uscourts.gov/opinions-orders/17-2396.Opinion.8-16-2018.pdf,15,8
"LUMINARA WORLDWIDE, LLC V. IANCU [OPINION]",17-1629,2018-08-16,completed,,https://cafc.uscourts.gov/opinions-orders/17-1629.Opinion.8-16-2018.pdf,9,5
"SIGVARIS, INC. v. US [OPINION]",17-2237,2018-08-16,completed,,https://cafc.uscourts.gov/opinions-orders/17-2237.Opinion.8-16-2018.pdf,13,7
"In Re Rembrandt Techs., Lp Patent Litig.",17-1784,2018-08-15,completed,,http://www.cafc.uscourts.gov/sites/default/files/rev_8.16.18_UNSEALED_In_re_Rembrandt_Techs_17-1784_07.26.18_Opinion_for_SOA_002_2.pdf,43,22
"BSG TECH LLC V. BUYSEASONS, INC. [OPINION]",17-1980,2018-08-15,completed,,https://cafc.uscourts.gov/opinions-orders/17-1980.Opinion.8-15-2018.pdf,18,9
"DIEBOLD NIXDORF, INC. v. ITC [OPINION]",17-2553,2018-08-15,completed,,https://cafc.uscourts.gov/opinions-orders/17-2553.Opinion.8-15-2018.pdf,21,11
"Rembrandt Techs., LP v. Comcast of Fla./Pa., LP (In Re Rembrandt Techs. LP)",2017-1784,2018-08-15,completed,,http://www.cafc.uscourts.gov/sites/default/files/UNSEALED_In_re_Rembrandt_Techs_17-1784_07.26.18_Opinion_for_SOA.pdf,43,22
WINTERS v. WILKIE [OPINION],17-1815,2018-08-10,completed,,https://cafc.uscourts.gov/opinions-orders/17-1815.Opinion.8-10-2018.pdf,12,6
Federal Education Association v. Defense,15-3173,2018-08-06,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/15-3173.Opinion.8-6-2018.pdf,22,11
GERSON COMPANY v. US [OPINION],18-1011,2018-08-06,completed,,https://cafc.uscourts.gov/opinions-orders/18-1011.Opinion.8-6-2018.pdf,16,8
JTEKT CORPORATION V. GKN AUTOMOTIVE LTD. [OPINION],17-1828,2018-08-03,completed,,https://cafc.uscourts.gov/opinions-orders/17-1828.Opinion.8-3-2018.pdf,7,4
"Sap America, Inc. v. Investpic LLC",17-2081,2018-08-02,completed,,http://www.cafc.uscourts.gov/sites/default/files/opinions-orders/17-2081.Opinion.8-2-2018.pdf,19,10
"CLEVELAND ASSETS, LLC v. US [ORDER]",17-2113,2018-08-02,completed,,https://cafc.uscourts.gov/opinions-orders/17-2113.Order.8-2-2018.1.pdf,11,6
"ADVANTEK MARKETING, INC. V. SHANGHAI WALK-LONG TOOLS CO. [OPINION]",17-1314,2018-08-01,completed,,https://cafc.uscourts.gov/opinions-orders/17-1314.Opinion.8-1-2018.pdf,11,6
"BIODELIVERY SCIENCES INTL. V. AQUESTIVE THERAPEUTICS, INC. [ORDER]",17-1265,2018-07-31,completed,,https://cafc.uscourts.gov/opinions-orders/17-1265.Order.7-31-2018.1.pdf,9,5
